a	/a/
calibrée	/kalibʁe/
calibrer	/kalibʁe/
calibres	/kalibʁ/
calibrés	/kalibʁe/
calice	/kalis/
calices	/kalis/
calicot	/kaliko/
califat	/kalifa/
calife	/kalif/
Californie	/kalifɔʁni/
californien	/kalifɔʁnjɛ̃/
californienne	/kalifɔʁnjɛn/
califourchon	/kalifuʁʃɔ̃/
Caligula	/kaligyla/
câlin	/kalɛ̃/
câline	/kalin/
câliné	/kaline/
câliner	/kaline/
câlines	/kalin/
câlins	/kalɛ̃/
calleuses	/kaløz/
calleux	/kalø/
calligraphe	/kaligʁaf/
calligraphie	/kaligʁafi/
callosités	/kalozite/
calma	/kalma/
calmais	/kalmɛ/
calmait	/kalmɛ/
calmant	/kalmɑ̃/
calmants	/kalmɑ̃/
calmar	/kalmaʁ/
calmars	/kalmaʁ/
calme	/kalm/
calmé	/kalme/
calmée	/kalme/
calmées	/kalme/
calmement	/kalməmɑ̃/
calment	/kalm/
calmer	/kalme/
calmera	/kalməʁa/
calmerai	/kalməʁɛ/
calmerais	/kalməʁɛ/
calmerait	/kalməʁɛ/
calmeront	/kalməʁɔ̃/
calmes	/kalm/
calmés	/kalme/
calmez	/kalme/
calmiez	/kalmje/
calmons	/kalmɔ̃/
calomnie	/kalɔmni/
calomnié	/kalɔmnje/
calomniée	/kalɔmnje/
calomnier	/kalɔmnje/
calomnies	/kalɔmni/
calomnieuses	/kalɔmnjøz/
calomniez	/kalɔmnje/
calorie	/kalɔʁi/
calories	/kalɔʁi/
calorique	/kalɔʁik/
calot	/kalo/
calots	/kalo/
calotte	/kalɔt/
calottes	/kalɔt/
calque	/kalk/
cals	/kal/
calumet	/kalymɛ/
calva	/kalva/
calvados	/kalvados/
calvaire	/kalvɛʁ/
calvitie	/kalvisi/
calypso	/kalipso/
camarade	/kamaʁad/
camaraderie	/kamaʁadʁi/
camarades	/kamaʁad/
Cambodge	/kɑ̃bɔdʒ/
cambodgien	/kɑ̃bɔdʒjɛ̃/
cambodgienne	/kɑ̃bɔdʒjɛn/
cambodgiens	/kɑ̃bɔdʒjɛ̃/
cambouis	/kɑ̃bwi/
cambre	/kɑ̃bʁ/
cambriolage	/kɑ̃bʁijɔlaʒ/
cambriolages	/kɑ̃bʁijɔlaʒ/
cambriolait	/kɑ̃bʁijɔlɛ/
cambriolant	/kɑ̃bʁijɔlɑ̃/
cambriole	/kɑ̃bʁijɔl/
cambriolé	/kɑ̃bʁijɔle/
cambriolée	/kɑ̃bʁijɔle/
cambriolées	/kɑ̃bʁijɔle/
cambriolent	/kɑ̃bʁijɔl/
cambrioler	/kɑ̃bʁijɔle/
cambriolés	/kɑ̃bʁijɔle/
cambrioleur	/kɑ̃bʁijɔlœʁ/
cambrioleurs	/kɑ̃bʁijɔlœʁ/
cambrioleuse	/kɑ̃bʁijɔløz/
cambrousse	/kɑ̃bʁus/
cambrure	/kɑ̃bʁyʁ/
cambuse	/kɑ̃byz/
came	/kam/
camé	/kame/
camée	/kame/
camées	/kame/
caméléon	/kameleɔ̃/
caméléons	/kameleɔ̃/
camélia	/kamelja/
camélias	/kamelja/
camelot	/kamlo/
camelote	/kamlɔt/
camembert	/kamɑ̃bɛʁ/
camer	/kame/
caméra	/kameʁa/
camera	/kaməʁa/
cameraman	/kameʁaman/
caméras	/kameʁa/
cameras	/kaməʁa/
Cameroun	/kamʁun/
cames	/kam/
camés	/kame/
Caméscope	/kameskɔp/
camion	/kamjɔ̃/
camionnage	/kamjɔnaʒ/
camionnette	/kamjɔnɛt/
camionnettes	/kamjɔnɛt/
camionneur	/kamjɔnœʁ/
camionneurs	/kamjɔnœʁ/
camions	/kamjɔ̃/
camisole	/kamizɔl/
camisoles	/kamizɔl/
camomille	/kamɔmij/
camouflage	/kamuflaʒ/
camoufle	/kamufl/
camouflé	/kamufle/
camouflée	/kamufle/
camoufler	/kamufle/
camouflés	/kamufle/
camp	/kɑ̃/
campagnard	/kɑ̃paɲaʁ/
campagnarde	/kɑ̃paɲaʁd/
campagnardes	/kɑ̃paɲaʁd/
campagnards	/kɑ̃paɲaʁ/
campagne	/kɑ̃paɲ/
campagnes	/kɑ̃paɲ/
campaient	/kɑ̃pɛ/
campais	/kɑ̃pɛ/
campait	/kɑ̃pɛ/
campanile	/kɑ̃panil/
campant	/kɑ̃pɑ̃/
campe	/kɑ̃p/
campé	/kɑ̃pe/
campement	/kɑ̃pmɑ̃/
campements	/kɑ̃pmɑ̃/
campent	/kɑ̃p/
camper	/kɑ̃pe/
campera	/kɑ̃pəʁa/
camperons	/kɑ̃pəʁɔ̃/
campes	/kɑ̃p/
campeur	/kɑ̃pœʁ/
campeurs	/kɑ̃pœʁ/
campez	/kɑ̃pe/
camphre	/kɑ̃fʁ/
camping	/kɑ̃piŋ/
campings	/kɑ̃piŋ/
campons	/kɑ̃pɔ̃/
camps	/kɑ̃/
campus	/kɑ̃pys/
camus	/kamy/
cana	/kana/
Canada	/kanada/
canadien	/kanadjɛ̃/
canadienne	/kanadjɛn/
canadiennes	/kanadjɛn/
canadiens	/kanadjɛ̃/
canaille	/kanaj/
canailles	/kanaj/
canal	/kanal/
canalisation	/kanalizasjɔ̃/
canalisations	/kanalizasjɔ̃/
canalise	/kanaliz/
canalisé	/kanalize/
canalisée	/kanalize/
canaliser	/kanalize/
canapé	/kanape/
canapés	/kanape/
canard	/kanaʁ/
canarde	/kanaʁd/
canardé	/kanaʁde/
canardent	/kanaʁd/
canarder	/kanaʁde/
canards	/kanaʁ/
canari	/kanaʁi/
Canaries	/kanaʁi/
canaris	/kanaʁi/
canasson	/kanasɔ̃/
canassons	/kanasɔ̃/
canaux	/kano/
Canberra	/kɑ̃bɛʁa/
cancan	/kɑ̃kɑ̃/
cancane	/kɑ̃kan/
cancaner	/kɑ̃kane/
cancans	/kɑ̃kɑ̃/
cancer	/kɑ̃sɛʁ/
Cancer	/kɑ̃sɛʁ/
cancéreuse	/kɑ̃seʁøz/
cancéreuses	/kɑ̃seʁøz/
cancéreux	/kɑ̃seʁø/
cancérigène	/kɑ̃seʁiʒɛn/
cancérigènes	/kɑ̃seʁiʒɛn/
cancérologie	/kɑ̃seʁɔlɔʒi/
cancérologue	/kɑ̃seʁɔlɔg/
cancers	/kɑ̃sɛʁ/
cancre	/kɑ̃kʁ/
cancrelat	/kɑ̃kʁəla/
cancrelats	/kɑ̃kʁəla/
cancres	/kɑ̃kʁ/
candélabre	/kɑ̃delabʁ/
candélabres	/kɑ̃delabʁ/
candeur	/kɑ̃dœʁ/
candi	/kɑ̃di/
candida	/kɑ̃dida/
candidat	/kɑ̃dida/
candidate	/kɑ̃didat/
candidates	/kɑ̃didat/
candidats	/kɑ̃dida/
candidature	/kɑ̃didatyʁ/
candidatures	/kɑ̃didatyʁ/
candide	/kɑ̃did/
candides	/kɑ̃did/
candidose	/kɑ̃didoz/
cane	/kan/
canes	/kan/
caneton	/kantɔ̃/
canetons	/kantɔ̃/
canette	/kanɛt/
canettes	/kanɛt/
canevas	/kanva/
caniche	/kaniʃ/
caniches	/kaniʃ/
canicule	/kanikyl/
canif	/kanif/
canin	/kanɛ̃/
canine	/kanin/
canines	/kanin/
canins	/kanɛ̃/
caniveau	/kanivo/
caniveaux	/kanivo/
cannabis	/kanabis/
canne	/kan/
canneberge	/kanbɛʁʒ/
cannelle	/kanɛl/
cannelloni	/kanelɔni/
cannellonis	/kanelɔni/
cannes	/kan/
Cannes	/kan/
cannette	/kanɛt/
cannettes	/kanɛt/
cannibale	/kanibal/
cannibales	/kanibal/
cannibalisme	/kanibalism/
cannons	/kanɔ̃/
canoë	/kanɔe/
canoës	/kanɔe/
canon	/kanɔ̃/
canonique	/kanɔnik/
canonisation	/kanɔnizasjɔ̃/
canonisé	/kanɔnize/
canonnier	/kanɔnje/
canonnière	/kanɔnjɛʁ/
canonnières	/kanɔnjɛʁ/
canonniers	/kanɔnje/
canons	/kanɔ̃/
canopée	/kanɔpe/
canot	/kano/
canotier	/kanɔtje/
canots	/kano/
cantaloup	/kɑ̃talu/
cantate	/kɑ̃tat/
cantatrice	/kɑ̃tatʁis/
cantine	/kɑ̃tin/
cantines	/kɑ̃tin/
cantique	/kɑ̃tik/
cantiques	/kɑ̃tik/
canton	/kɑ̃tɔ̃/
cantonais	/kɑ̃tɔnɛ/
cantonaise	/kɑ̃tɔnɛz/
cantonnais	/kɑ̃tɔnɛ/
cantonne	/kɑ̃tɔn/
cantonné	/kɑ̃tɔne/
cantonnement	/kɑ̃tɔnmɑ̃/
cantonner	/kɑ̃tɔne/
cantonnés	/kɑ̃tɔne/
cantonnier	/kɑ̃tɔnje/
cantons	/kɑ̃tɔ̃/
Cantorbéry	/kɑ̃tɔʁbeʁi/
canular	/kanylaʁ/
canulars	/kanylaʁ/
canule	/kanyl/
canyon	/kaɲɔn/
canyons	/kaɲɔn/
caoutchouc	/kautʃu/
caoutchoucs	/kautʃu/
caoutchouteux	/kautʃutø/
cap	/kap/
Cap	/kap/
capable	/kapabl/
capables	/kapabl/
capacité	/kapasite/
capacités	/kapasite/
cape	/kap/
capella	/kapɛla/
capes	/kap/
Capet	/kapɛ/
capharnaüm	/kafaʁnaɔm/
Capharnaüm	/kafaʁnaɔm/
capillaire	/kapilɛʁ/
capillaires	/kapilɛʁ/
capitaine	/kapitɛn/
capitainerie	/kapitɛnʁi/
capitaines	/kapitɛn/
capital	/kapital/
capitale	/kapital/
capitales	/kapital/
capitalisation	/kapitalizasjɔ̃/
capitaliser	/kapitalize/
capitalisme	/kapitalism/
capitaliste	/kapitalist/
capitalistes	/kapitalist/
capitaux	/kapito/
capiteux	/kapitø/
Capitole	/kapitɔl/
capitonnée	/kapitɔne/
capitulation	/kapitylasjɔ̃/
capitule	/kapityl/
capitulé	/kapityle/
capituler	/kapityle/
capitulez	/kapityle/
caporal	/kapɔʁal/
caporaux	/kapɔʁo/
capot	/kapo/
capote	/kapɔt/
capoté	/kapɔte/
capoter	/kapɔte/
capotes	/kapɔt/
cappuccino	/kaputʃino/
câpres	/kapʁ/
caprice	/kapʁis/
caprices	/kapʁis/
capricieuse	/kapʁisjøz/
capricieuses	/kapʁisjøz/
capricieux	/kapʁisjø/
capricorne	/kapʁikɔʁn/
Capricorne	/kapʁikɔʁn/
caps	/kap/
capsule	/kapsyl/
capsules	/kapsyl/
captais	/kaptɛ/
captait	/kaptɛ/
capte	/kapt/
capté	/kapte/
captée	/kapte/
captent	/kapt/
capter	/kapte/
captera	/kaptəʁa/
captes	/kapt/
capteur	/kaptœʁ/
capteurs	/kaptœʁ/
captez	/kapte/
captif	/kaptif/
captifs	/kaptif/
captions	/kaptjɔ̃/
captivant	/kaptivɑ̃/
captivante	/kaptivɑ̃t/
captivants	/kaptivɑ̃/
captive	/kaptiv/
captivé	/kaptive/
captivée	/kaptive/
captiver	/kaptive/
captives	/kaptiv/
captivés	/kaptive/
captivité	/kaptivite/
captons	/kaptɔ̃/
capturant	/kaptyʁɑ̃/
capture	/kaptyʁ/
capturé	/kaptyʁe/
capturée	/kaptyʁe/
capturées	/kaptyʁe/
capturent	/kaptyʁ/
capturer	/kaptyʁe/
capturera	/kaptyʁəʁa/
capturerons	/kaptyʁəʁɔ̃/
captures	/kaptyʁ/
capturés	/kaptyʁe/
capturez	/kaptyʁe/
capturons	/kaptyʁɔ̃/
capuche	/kapyʃ/
capuches	/kapyʃ/
capuchon	/kapyʃɔ̃/
capuchons	/kapyʃɔ̃/
capucin	/kapysɛ̃/
capucine	/kapysin/
capucins	/kapysɛ̃/
caquet	/kakɛ/
caqueter	/kakte/
caquette	/kakɛt/
car	/kaʁ/
carabine	/kaʁabin/
carabinée	/kaʁabine/
carabines	/kaʁabin/
carabinier	/kaʁabinje/
carabiniers	/kaʁabinje/
Carabosse	/kaʁabɔs/
Caracas	/kaʁakas/
caraco	/kaʁako/
caractère	/kaʁaktɛʁ/
caractères	/kaʁaktɛʁ/
caractériel	/kaʁakteʁjɛl/
caractérielle	/kaʁakteʁjɛl/
caractérisait	/kaʁakteʁizɛ/
caractérisation	/kaʁakteʁizasjɔ̃/
caractérise	/kaʁakteʁiz/
caractérisé	/kaʁakteʁize/
caractérisée	/kaʁakteʁize/
caractérisent	/kaʁakteʁiz/
caractéristique	/kaʁakteʁistik/
caractéristiques	/kaʁakteʁistik/
carafe	/kaʁaf/
carafes	/kaʁaf/
caraïbe	/kaʁaib/
Caraïbe	/kaʁaib/
caraïbes	/kaʁaib/
Caraïbes	/kaʁaib/
carambolage	/kaʁɑ̃bɔlaʒ/
caramel	/kaʁamɛl/
caramélisé	/kaʁamelize/
caramels	/kaʁamɛl/
carapace	/kaʁapas/
carapaces	/kaʁapas/
carat	/kaʁa/
carats	/kaʁa/
Caravage	/kaʁavaʒ/
caravane	/kaʁavan/
caravanes	/kaʁavan/
caravaning	/kaʁavaniŋ/
caravelle	/kaʁavɛl/
Caravelle	/kaʁavɛl/
carbonate	/kaʁbɔnat/
carbone	/kaʁbɔn/
carbones	/kaʁbɔn/
carbonique	/kaʁbɔnik/
carbonisé	/kaʁbɔnize/
carbonisée	/kaʁbɔnize/
carbonisées	/kaʁbɔnize/
carboniser	/kaʁbɔnize/
carbonisés	/kaʁbɔnize/
carburant	/kaʁbyʁɑ̃/
carburants	/kaʁbyʁɑ̃/
carburateur	/kaʁbyʁatœʁ/
carburateurs	/kaʁbyʁatœʁ/
carbure	/kaʁbyʁ/
carbures	/kaʁbyʁ/
carcan	/kaʁkɑ̃/
carcasse	/kaʁkas/
carcasses	/kaʁkas/
carcéral	/kaʁseʁal/
carcérale	/kaʁseʁal/
carcinome	/kaʁsinom/
cardan	/kaʁdɑ̃/
carde	/kaʁd/
cardiaque	/kaʁdjak/
cardiaques	/kaʁdjak/
cardigan	/kaʁdigɑ̃/
cardigans	/kaʁdigɑ̃/
cardinal	/kaʁdinal/
cardinale	/kaʁdinal/
cardinaux	/kaʁdino/
cardiogramme	/kaʁdjogʁam/
cardiologie	/kaʁdjolɔʒi/
cardiologue	/kaʁdjolɔg/
cardiologues	/kaʁdjolɔg/
cardiomyopathie	/kaʁdjomjɔpati/
cardiopathie	/kaʁdjopati/
carême	/kaʁɛm/
carénage	/kaʁenaʒ/
carence	/kaʁɑ̃s/
carences	/kaʁɑ̃s/
caressa	/kaʁɛsa/
caressais	/kaʁɛsɛ/
caressait	/kaʁɛsɛ/
caressant	/kaʁɛsɑ̃/
caresse	/kaʁɛs/
caressé	/kaʁɛse/
caressée	/kaʁɛse/
caressent	/kaʁɛs/
caresser	/kaʁɛse/, /kaʁese/
caresserais	/kaʁɛsəʁɛ/
caresses	/kaʁɛs/
caressez	/kaʁɛse/
cargaison	/kaʁgɛzɔ̃/
cargaisons	/kaʁgɛzɔ̃/
cargo	/kaʁgo/
cargos	/kaʁgo/
cari	/kaʁi/
caribou	/kaʁibu/
caribous	/kaʁibu/
caricatural	/kaʁikatyʁal/
caricature	/kaʁikatyʁ/
caricatures	/kaʁikatyʁ/
caricaturiste	/kaʁikatyʁist/
carie	/kaʁi/
caries	/kaʁi/
carillon	/kaʁijɔ̃/
carillons	/kaʁijɔ̃/
carioca	/kaʁiɔka/
caris	/kaʁi/
caritatif	/kaʁitatif/
caritatifs	/kaʁitatif/
caritative	/kaʁitativ/
caritatives	/kaʁitativ/
carlingue	/kaʁlɛ̃g/
carmel	/kaʁmɛl/
carmélites	/kaʁmelit/
carmin	/kaʁmɛ̃/
carmine	/kaʁmin/
carnage	/kaʁnaʒ/
carnages	/kaʁnaʒ/
carnaval	/kaʁnaval/
carne	/kaʁn/
carnes	/kaʁn/
carnet	/kaʁnɛ/
carnets	/kaʁnɛ/
carnivore	/kaʁnivɔʁ/
carnivores	/kaʁnivɔʁ/
Caroline	/kaʁɔlin/
carotide	/kaʁɔtid/
carotides	/kaʁɔtid/
carotte	/kaʁɔt/
carottes	/kaʁɔt/
caroube	/kaʁub/
carpaccio	/kaʁpatʃjo/
Carpates	/kaʁpat/
carpe	/kaʁp/
carpes	/kaʁp/
carpette	/kaʁpɛt/
carquois	/kaʁkwa/
carre	/kaʁ/
carré	/kaʁe/
Carré	/kaʁe/
carreau	/kaʁo/
carreaux	/kaʁo/
carrée	/kaʁe/
carrées	/kaʁe/
carrefour	/kaʁfuʁ/
carrefours	/kaʁfuʁ/
carrelage	/kaʁlaʒ/
carrément	/kaʁemɑ̃/
carrer	/kaʁe/
carrera	/kaʁəʁa/
carrés	/kaʁe/
carrier	/kaʁje/
carrière	/kaʁjɛʁ/
carrières	/kaʁjɛʁ/
carriériste	/kaʁjeʁist/
carriole	/kaʁjɔl/
carrioles	/kaʁjɔl/
carrosse	/kaʁɔs/
carrosserie	/kaʁɔsʁi/
carrosses	/kaʁɔs/
carrossier	/kaʁɔsje/
carrousel	/kaʁuzɛl/
carrure	/kaʁyʁ/
carry	/kaʁi/
cars	/kaʁ/
carta	/kaʁta/
cartable	/kaʁtabl/
cartables	/kaʁtabl/
carte	/kaʁt/
cartel	/kaʁtɛl/
cartels	/kaʁtɛl/
carter	/kaʁtɛʁ/, /kaʁte/
cartes	/kaʁt/
cartésien	/kaʁtezjɛ̃/
Carthage	/kaʁtaʒ/
carthaginois	/kaʁtaʒinwa/
cartilage	/kaʁtilaʒ/
cartilages	/kaʁtilaʒ/
cartographe	/kaʁtɔgʁaf/
cartographes	/kaʁtɔgʁaf/
cartographie	/kaʁtɔgʁafi/
cartomancienne	/kaʁtɔmɑ̃sjɛn/
carton	/kaʁtɔ̃/
cartonne	/kaʁtɔn/
cartonné	/kaʁtɔne/
cartonnent	/kaʁtɔn/
cartonner	/kaʁtɔne/
cartonnes	/kaʁtɔn/
cartons	/kaʁtɔ̃/
cartouche	/kaʁtuʃ/
cartouches	/kaʁtuʃ/
cary	/kaʁi/
cas	/ka/
casa	/kaza/
casanier	/kazanje/
casanière	/kazanjɛʁ/
casaque	/kazak/
casas	/kaza/
casbah	/kazba/
cascade	/kaskad/
cascades	/kaskad/
cascadeur	/kaskadœʁ/
cascadeurs	/kaskadœʁ/
cascadeuse	/kaskadøz/
case	/kaz/
casé	/kaze/
casée	/kaze/
caséine	/kazein/
caser	/kaze/
caserne	/kazɛʁn/
casernes	/kazɛʁn/
cases	/kaz/
casés	/kaze/
cash	/kaʃ/
casher	/kaʃɛʁ/
cashmere	/kaʃmiʁ/
casier	/kazje/
casiers	/kazje/
casino	/kazino/
casinos	/kazino/
casoar	/kazɔaʁ/
Caspienne	/kaspjɛn/
casque	/kask/
casqué	/kaske/
casquer	/kaske/
casques	/kask/
casquette	/kaskɛt/
casquettes	/kaskɛt/
cassa	/kasa/
cassaient	/kasɛ/
cassais	/kasɛ/
cassait	/kasɛ/
Cassandre	/kasɑ̃dʁ/
cassant	/kasɑ̃/
cassante	/kasɑ̃t/
cassants	/kasɑ̃/
cassation	/kasasjɔ̃/
casse	/kas/
cassé	/kase/
cassée	/kase/
cassées	/kase/
cassent	/kas/
casser	/kase/
cassera	/kasəʁa/
casserai	/kasəʁɛ/
casserais	/kasəʁɛ/
casserait	/kasəʁɛ/
casseras	/kasəʁa/
casserez	/kasəʁe/
casserole	/kasʁɔl/
casseroles	/kasʁɔl/
casserons	/kasəʁɔ̃/
casseront	/kasəʁɔ̃/
casses	/kas/
cassés	/kase/
cassette	/kasɛt/
cassettes	/kasɛt/
casseur	/kasœʁ/
casseurs	/kasœʁ/
casseuse	/kasøz/
cassez	/kase/
cassiez	/kasje/
Cassiopée	/kasjɔpe/
cassis	/kasis/
cassons	/kasɔ̃/
cassoulet	/kasulɛ/
cassure	/kasyʁ/
cassures	/kasyʁ/
castagnettes	/kastaɲɛt/
caste	/kast/
castel	/kastɛl/
castes	/kast/
Castille	/kastij/
casting	/kastiŋ/
castor	/kastɔʁ/
castors	/kastɔʁ/
castration	/kastʁasjɔ̃/
castratrice	/kastʁatʁis/
castre	/kastʁ/
castré	/kastʁe/
castrer	/kastʁe/
castrés	/kastʁe/
cataclysme	/kataklism/
cataclysmes	/kataklism/
cataclysmique	/kataklismik/
catacombes	/katakɔ̃b/
catalan	/katalɑ̃/
catalane	/katalan/
catalepsie	/katalɛpsi/
catalogne	/katalɔɲ/
Catalogne	/katalɔɲ/
catalogue	/katalɔg/
catalogué	/katalɔge/
cataloguée	/katalɔge/
cataloguer	/katalɔge/
catalogues	/katalɔg/
catalogués	/katalɔge/
catalyseur	/katalizœʁ/
catalytique	/katalitik/
catamaran	/katamaʁɑ̃/
cataplasme	/kataplasm/
cataplasmes	/kataplasm/
catapulte	/katapylt/
catapulté	/katapylte/
catapulter	/katapylte/
catapultes	/katapylt/
cataracte	/kataʁakt/
cataractes	/kataʁakt/
catastrophe	/katastʁɔf/
catastrophes	/katastʁɔf/
catastrophique	/katastʁɔfik/
catastrophiques	/katastʁɔfik/
catch	/katʃ/
catcher	/katʃe/
catcheur	/katʃœʁ/
catcheurs	/katʃœʁ/
catcheuse	/katʃøz/
catéchisme	/kateʃism/
catégorie	/kategɔʁi/
catégories	/kategɔʁi/
catégorique	/kategɔʁik/
catégoriquement	/kategɔʁikmɑ̃/
catégoriques	/kategɔʁik/
catégoriser	/kategɔʁize/
cathares	/kataʁ/
catharsis	/kataʁsis/
cathartique	/kataʁtik/
cathédrale	/katedʁal/
cathédrales	/katedʁal/
Catherine	/katʁin/
cathéter	/katetɛʁ/
cathéters	/katetɛʁ/
cathodique	/katɔdik/
catholicisme	/katɔlisism/
catholique	/katɔlik/
catholiques	/katɔlik/
catimini	/katimini/
catin	/katɛ̃/
catins	/katɛ̃/
Caton	/katɔ̃/
Caucase	/kokaz/
caucasien	/kokazjɛ̃/
caucasienne	/kokazjɛn/
caucasiens	/kokazjɛ̃/
cauchemar	/kɔʃmaʁ/
cauchemarder	/kɔʃmaʁde/
cauchemardesque	/kɔʃmaʁdɛsk/
cauchemardesques	/kɔʃmaʁdɛsk/
cauchemars	/kɔʃmaʁ/
causa	/koza/
causaient	/kozɛ/
causais	/kozɛ/
causait	/kozɛ/
causalité	/kozalite/
causant	/kozɑ̃/
causante	/kozɑ̃t/
cause	/koz/
causé	/koze/
causée	/koze/
causées	/koze/
causent	/koz/
causer	/koze/
causera	/kozəʁa/
causerai	/kozəʁɛ/
causeraient	/kozəʁɛ/
causerais	/kozəʁɛ/
causerait	/kozəʁɛ/
causeras	/kozəʁa/
causerez	/kozəʁe/
causerie	/kozʁi/
causeront	/kozəʁɔ̃/
causes	/koz/
causés	/koze/
causette	/kozɛt/
causeur	/kozœʁ/
causeuse	/kozøz/
causez	/koze/
causiez	/kozje/
causons	/kozɔ̃/
caustique	/kostik/
cautère	/kotɛʁ/
cautérise	/koteʁiz/
cautérisé	/koteʁize/
cautérisée	/koteʁize/
cautériser	/koteʁize/
caution	/kosjɔ̃/
cautionne	/kosjɔn/
cautionné	/kosjɔne/
cautionnement	/kosjɔnmɑ̃/
cautionner	/kosjɔne/
cautions	/kosjɔ̃/
cavalcade	/kavalkad/
cavale	/kaval/
cavalé	/kavale/
cavaler	/kavale/
cavalerie	/kavalʁi/
cavales	/kaval/
cavaleur	/kavalœʁ/
cavalier	/kavalje/
cavalière	/kavaljɛʁ/
cavalières	/kavaljɛʁ/
cavaliers	/kavalje/
cave	/kav/
caveau	/kavo/
caveaux	/kavo/
caverne	/kavɛʁn/
cavernes	/kavɛʁn/
caverneux	/kavɛʁnø/
caves	/kav/
caviar	/kavjaʁ/
caviste	/kavist/
cavité	/kavite/
cavités	/kavite/
Cayenne	/kajɛn/
ce	/s/	END
ce	/se/	START
ce	/se/	MIDDLE
céans	/seɑ̃/
ceci	/səsi/
cécité	/sesite/
céda	/seda/
cédais	/sedɛ/
cédait	/sedɛ/
cédant	/sedɑ̃/
cédé	/sede/
cède	/sɛd/
cédée	/sede/
cèdent	/sɛd/
céder	/sede/
cédera	/sedəʁa/
cèdera	/sɛdəʁa/
céderai	/sedəʁɛ/
cèderai	/sɛdəʁɛ/
céderais	/sedəʁɛ/
céderait	/sedəʁɛ/
céderons	/sedəʁɔ̃/
céderont	/sedəʁɔ̃/
cédés	/sede/
cèdes	/sɛd/
cédez	/sede/
cédiez	/sedje/
cédons	/sedɔ̃/
cèdre	/sɛdʁ/
cèdres	/sɛdʁ/
ceint	/sɛ̃/
ceinture	/sɛ̃tyʁ/
ceintures	/sɛ̃tyʁ/
ceinturon	/sɛ̃tyʁɔ̃/
ceinturons	/sɛ̃tyʁɔ̃/
cela	/səla/
céladon	/seladɔ̃/
celas	/səla/
célébraient	/selebʁɛ/
célébrais	/selebʁɛ/
célébrait	/selebʁɛ/
célébrant	/selebʁɑ̃/
célébration	/selebʁasjɔ̃/
célébrations	/selebʁasjɔ̃/
célébré	/selebʁe/
célèbre	/selɛbʁ/
célèbrent	/selɛbʁ/
célébrer	/selebʁe/
célébrera	/selɛbʁəʁa/
célébrerons	/selɛbʁəʁɔ̃/
célèbres	/selɛbʁ/
célébrez	/selebʁe/
célébrité	/selebʁite/
célébrités	/selebʁite/
célébrons	/selebʁɔ̃/
céleri	/sɛlʁi/
célérité	/seleʁite/
céleste	/selɛst/
célestes	/selɛst/
célibat	/seliba/
célibataire	/selibatɛʁ/
célibataires	/selibatɛʁ/
celle	/sɛl/
celles	/sɛl/
cellier	/selje/
celliers	/selje/
Cellophane	/selɔfan/
cellulaire	/selylɛʁ/
cellulaires	/selylɛʁ/
cellule	/selyl/
cellules	/selyl/
cellulite	/selylit/
celluloïd	/selylɔid/
cellulose	/selyloz/
Celsius	/sɛlsjys/
celte	/sɛlt/
celtes	/sɛlt/
celtique	/sɛltik/
celtiques	/sɛltik/
celui	/səlɥi/
cendre	/sɑ̃dʁ/
cendres	/sɑ̃dʁ/
cendrier	/sɑ̃dʁije/
cendriers	/sɑ̃dʁije/
cendrillon	/sɑ̃dʁijɔ̃/
Cendrillon	/sɑ̃dʁijɔ̃/
cène	/sɛn/
censé	/sɑ̃se/
censée	/sɑ̃se/
censées	/sɑ̃se/
censés	/sɑ̃se/
censeur	/sɑ̃sœʁ/
censeurs	/sɑ̃sœʁ/
censure	/sɑ̃syʁ/
censuré	/sɑ̃syʁe/
censurée	/sɑ̃syʁe/
censurées	/sɑ̃syʁe/
censurent	/sɑ̃syʁ/
censurer	/sɑ̃syʁe/
censurés	/sɑ̃syʁe/
censurez	/sɑ̃syʁe/
cent	/sɑ̃/
centaine	/sɑ̃tɛn/
centaines	/sɑ̃tɛn/
centaure	/sɑ̃tɔʁ/
centaures	/sɑ̃tɔʁ/
centenaire	/sɑ̃tnɛʁ/
centenaires	/sɑ̃tnɛʁ/
centième	/sɑ̃tjɛm/
centièmes	/sɑ̃tjɛm/
centigrades	/sɑ̃tigʁad/
centilitres	/sɑ̃tilitʁ/
centime	/sɑ̃tim/
centimes	/sɑ̃tim/
centimètre	/sɑ̃timɛtʁ/
centimètres	/sɑ̃timɛtʁ/
central	/sɑ̃tʁal/
centrale	/sɑ̃tʁal/
Centrale	/sɑ̃tʁal/
centrales	/sɑ̃tʁal/
centralisé	/sɑ̃tʁalize/
centralisée	/sɑ̃tʁalize/
centraux	/sɑ̃tʁo/
centre	/sɑ̃tʁ/
centré	/sɑ̃tʁe/
centrée	/sɑ̃tʁe/
centrées	/sɑ̃tʁe/
centrer	/sɑ̃tʁe/
centres	/sɑ̃tʁ/
centrés	/sɑ̃tʁe/
centrifuge	/sɑ̃tʁifyʒ/
centrifugeuse	/sɑ̃tʁifyʒøz/
centriste	/sɑ̃tʁist/
centristes	/sɑ̃tʁist/
cents	/sɑ̃/
centuple	/sɑ̃typl/
centurion	/sɑ̃tyʁjɔ̃/
centurions	/sɑ̃tyʁjɔ̃/
cependant	/səpɑ̃dɑ̃/
cèpes	/sɛp/
céphalée	/sefale/
céphalées	/sefale/
céramique	/seʁamik/
céramiques	/seʁamik/
